,会社名,会社URL,狙い目証券会社,想定価格,仮条件,公募価格,初値予想（独自）,初値,抽選申込期間,当選発表日,購入申込期間,上場日,公募株数,売出株数（OA含む）,当選株数合計,幹事種類_1,証券会社名_1,割当率_1,割当株数_1,当選本数 （枚）_1,完全抽選本数 （予想）_1,幹事種類_2,証券会社名_2,割当率_2,割当株数_2,当選本数 （枚）_2,完全抽選本数 （予想）_2,幹事種類_3,証券会社名_3,割当率_3,割当株数_3,当選本数 （枚）_3,完全抽選本数 （予想）_3,幹事種類_4,証券会社名_4,割当率_4,割当株数_4,当選本数 （枚）_4,完全抽選本数 （予想）_4,幹事種類_5,証券会社名_5,割当率_5,割当株数_5,当選本数 （枚）_5,完全抽選本数 （予想）_5,幹事種類_6,証券会社名_6,割当率_6,割当株数_6,当選本数 （枚）_6,完全抽選本数 （予想）_6,幹事種類_7,証券会社名_7,割当率_7,割当株数_7,当選本数 （枚）_7,完全抽選本数 （予想）_7,幹事種類_8,証券会社名_8,割当率_8,割当株数_8,当選本数 （枚）_8,完全抽選本数 （予想）_8,幹事種類_9,証券会社名_9,割当率_9,割当株数_9,当選本数 （枚）_9,完全抽選本数 （予想）_9,幹事種類_10,証券会社名_10,割当率_10,割当株数_10,当選本数 （枚）_10,完全抽選本数 （予想）_10,株主名_1,比率_1,株主名_2,比率_2,株主名_3,比率_3,株主名_4,比率_4,株主名_5,比率_5,株主名_6,比率_6,株主名_7,比率_7,株主名_8,比率_8,株主名_9,比率_9,株主名_10,比率_10,売上高（百万円）_2008年 10月,経常利益（百万円）_2008年 10月,当期純利益（百万円）_2008年 10月,純資産額 （百万円）_2008年 10月,1株あたりの純資産額（円）_2008年 10月,1株あたりの純利益（円）_2008年 10月,自己資本比率（％）_2008年 10月,自己資本利益率（％）_2008年 10月,売上高（百万円）_2007年 10月,経常利益（百万円）_2007年 10月,当期純利益（百万円）_2007年 10月,純資産額 （百万円）_2007年 10月,1株あたりの純資産額（円）_2007年 10月,1株あたりの純利益（円）_2007年 10月,自己資本比率（％）_2007年 10月,自己資本利益率（％）_2007年 10月,売上高（百万円）_2008年 10月,経常利益（百万円）_2008年 10月,当期純利益（百万円）_2008年 10月,純資産額 （百万円）_2008年 10月,1株あたりの純資産額（円）_2008年 10月,1株あたりの純利益（円）_2008年 10月,自己資本比率（％）_2008年 10月,自己資本利益率（％）_2008年 10月,売上高（百万円）_2009年 10月,経常利益（百万円）_2009年 10月,当期純利益（百万円）_2009年 10月,純資産額 （百万円）_2009年 10月,1株あたりの純資産額（円）_2009年 10月,1株あたりの純利益（円）_2009年 10月,自己資本比率（％）_2009年 10月,自己資本利益率（％）_2009年 10月,売上高（百万円）_2010年 10月,経常利益（百万円）_2010年 10月,当期純利益（百万円）_2010年 10月,純資産額 （百万円）_2010年 10月,1株あたりの純資産額（円）_2010年 10月,1株あたりの純利益（円）_2010年 10月,自己資本比率（％）_2010年 10月,自己資本利益率（％）_2010年 10月
0,ベルグアース（1383）　【JASDAQスタンダード】,http://www.bergearth.co.jp/,SMBC日興証券（副幹事）、SBI証券,940円,740円 ～ 940円,740円,-,780円（公募価格比 +5.4％）,11月9日（水）～11月15日（火）,11月16日（水）,11月18日（金）～11月24日（木）,11月29日（火）,"250,000株","238,000株","488,000株",主幹事,野村證券,80.02％,"339,600株","3,396枚",339枚,幹事,SMBC日興証券,7.00％,"29,700株",297枚,29枚,幹事,岡三証券,5.00％,"21,200株",212枚,21枚,幹事,いちよし証券,2.99％,"12,700株",127枚,19枚,幹事,東洋証券,2.00％,"8,500株",85枚,8枚,幹事,香川証券,2.00％,"8,500株",85枚,8枚,幹事,SBI証券,0.99％,"4,200株",42枚,18枚,幹事,,,,,,幹事,,,,,,幹事,,,,,,山口 一彦（社長）,51.63％,ジャフコＶ1-Ｂ号,5.95％,ニッセイ・キャピタル３号,3.94％,ジャフコＶ1-スター,3.59％,ＤＢＪキャピタル１号,3.51％,従業員持ち株会,3.06％,アグリ・エコサポート,3.06％,いよベンチャーファンド１号,2.92％,ジャフコＶ１-Ａ号,2.35％,山口 真由子,2.24％,1819,15,19,342,69854,4001,24.3,8.5,2201,27,10,352,71958,2104,24.5,3.0,2425,△18,△27,325,66448,"△5,509",19.1,-,2686,117,79,405,82731,16283,20.2,21.8,2982,180,82,488,99591,16859,23.4,18.5
